10, 104376, 1, 1048576, 0
10, 102850, 1, 1048576, 0
10, 103090, 1, 1048576, 0
10, 101640, 1, 1048576, 0
20, 106295, 1, 1048576, 0
20, 105259, 1, 1048576, 0
20, 107233, 1, 1048576, 0
20, 107958, 1, 1048576, 0
30, 104586, 1, 1048576, 0
30, 103460, 1, 1048576, 0
30, 103509, 1, 1048576, 0
30, 103484, 1, 1048576, 0
40, 105143, 1, 1048576, 0
40, 103997, 1, 1048576, 0
40, 103808, 1, 1048576, 0
40, 103378, 1, 1048576, 0
50, 104598, 1, 1048576, 0
50, 103700, 1, 1048576, 0
50, 105235, 1, 1048576, 0
50, 105089, 1, 1048576, 0
60, 103381, 1, 1048576, 0
60, 102360, 1, 1048576, 0
60, 101977, 1, 1048576, 0
61, 102929, 1, 1048576, 0
70, 105061, 1, 1048576, 0
70, 103909, 1, 1048576, 0
70, 103988, 1, 1048576, 0
71, 104261, 1, 1048576, 0
81, 95365, 1, 1048576, 0
81, 94454, 1, 1048576, 0
81, 96211, 1, 1048576, 0
82, 95479, 1, 1048576, 0
92, 102542, 1, 1048576, 0
92, 101656, 1, 1048576, 0
92, 101021, 1, 1048576, 0
92, 102588, 1, 1048576, 0
102, 106701, 1, 1048576, 0
102, 105726, 1, 1048576, 0
102, 105655, 1, 1048576, 0
102, 104520, 1, 1048576, 0
112, 104514, 1, 1048576, 0
112, 103499, 1, 1048576, 0
112, 105970, 1, 1048576, 0
112, 104942, 1, 1048576, 0
122, 103158, 1, 1048576, 0
122, 102040, 1, 1048576, 0
122, 102100, 1, 1048576, 0
122, 103743, 1, 1048576, 0
132, 105263, 1, 1048576, 0
132, 105158, 1, 1048576, 0
132, 103182, 1, 1048576, 0
132, 102974, 1, 1048576, 0
142, 103955, 1, 1048576, 0
142, 102963, 1, 1048576, 0
142, 105439, 1, 1048576, 0
143, 104800, 1, 1048576, 0
152, 105005, 1, 1048576, 0
152, 104161, 1, 1048576, 0
152, 105151, 1, 1048576, 0
152, 105835, 1, 1048576, 0
162, 102646, 1, 1048576, 0
163, 102483, 1, 1048576, 0
163, 100186, 1, 1048576, 0
