0, 114600, 1, 1048576, 0
0, 110990, 0, 1048576, 0
0, 115100, 0, 1048576, 0
8, 132583, 1, 1048576, 0
8, 130204, 1, 1048576, 0
8, 136693, 1, 1048576, 0
8, 137646, 1, 1048576, 0
18, 105615, 1, 1048576, 0
18, 102059, 0, 1048576, 0
18, 103518, 1, 1048576, 0
18, 100622, 0, 1048576, 0
22, 284957, 0, 1048576, 0
22, 283894, 0, 1048576, 0
22, 285405, 0, 1048576, 0
24, 599702, 1, 1048576, 0
24, 572603, 1, 1048576, 0
24, 514477, 0, 1048576, 0
31, 76379, 1, 1048576, 0
37, 78154, 0, 1048576, 0
37, 78117, 0, 1048576, 0
37, 186713, 1, 1048576, 0
37, 79758, 0, 1048576, 0
46, 120062, 0, 1048576, 0
46, 116846, 0, 1048576, 0
46, 116905, 0, 1048576, 0
46, 116210, 0, 1048576, 0
51, 203867, 0, 1048576, 0
51, 213944, 1, 1048576, 0
51, 214388, 1, 1048576, 0
51, 208972, 1, 1048576, 0
52, 1142877, 1, 1048576, 0
52, 796948, 0, 1048576, 0
52, 730145, 0, 1048576, 0
59, 141016, 1, 1048576, 0
59, 157420, 1, 1048576, 0
59, 144300, 0, 1048576, 0
60, 142814, 0, 1048576, 0
74, 70421, 0, 1048576, 0
74, 71882, 1, 1048576, 0
74, 72335, 1, 1048576, 0
74, 73839, 1, 1048576, 0
75, 689206, 0, 1048576, 0
75, 749084, 0, 1048576, 0
75, 663388, 0, 1048576, 0
79, 266978, 1, 1048576, 0
79, 203929, 1, 1048576, 0
80, 231545, 0, 1048576, 0
80, 222613, 0, 1048576, 0
94, 69203, 1, 1048576, 0
95, 68885, 1, 1048576, 0
95, 71247, 1, 1048576, 0
95, 69386, 0, 1048576, 0
104, 105513, 0, 1048576, 0
105, 105287, 1, 1048576, 0
105, 105973, 1, 1048576, 0
105, 110219, 0, 1048576, 0
105, 1293972, 1, 1048576, 0
105, 1299576, 1, 1048576, 0
106, 615454, 0, 1048576, 0
114, 124334, 1, 1048576, 0
114, 115763, 1, 1048576, 0
114, 122858, 1, 1048576, 0
115, 125471, 0, 1048576, 0
128, 75523, 1, 1048576, 0
128, 75132, 1, 1048576, 0
128, 74223, 0, 1048576, 0
129, 74934, 0, 1048576, 0
136, 129326, 0, 1048576, 0
136, 130152, 0, 1048576, 0
136, 124671, 0, 1048576, 0
136, 139214, 1, 1048576, 0
137, 2264650, 1, 1048576, 0
139, 421404, 0, 1048576, 0
139, 370364, 0, 1048576, 0
139, 417700, 0, 1048576, 0
147, 129914, 0, 1048576, 0
147, 134560, 0, 1048576, 0
147, 134130, 0, 1048576, 0
148, 87981, 0, 1048576, 0
155, 127956, 0, 1048576, 0
155, 125498, 0, 1048576, 0
155, 128399, 1, 1048576, 0
155, 140828, 0, 1048576, 0
156, 1217360, 0, 1048576, 0
156, 1132576, 1, 1048576, 0
156, 1032141, 1, 1048576, 0
156, 1034746, 1, 1048576, 0
170, 78623, 0, 1048576, 0
170, 78240, 0, 1048576, 0
170, 77907, 0, 1048576, 0
170, 78721, 1, 1048576, 0
178, 134191, 1, 1048576, 0
178, 132726, 1, 1048576, 0
178, 132917, 0, 1048576, 0
178, 132826, 0, 1048576, 0
186, 128646, 1, 1048576, 0
186, 130465, 0, 1048576, 0
186, 128036, 0, 1048576, 0
186, 125750, 0, 1048576, 0
193, 147553, 0, 1048576, 0
193, 146907, 0, 1048576, 0
193, 146042, 1, 1048576, 0
193, 149672, 0, 1048576, 0
200, 154615, 1, 1048576, 0
200, 151142, 1, 1048576, 0
200, 146840, 0, 1048576, 0
200, 145462, 0, 1048576, 0
208, 128239, 0, 1048576, 0
208, 132360, 1, 1048576, 0
