0, 112296, 1, 1048576, 0
0, 112595, 1, 1048576, 0
3, 85871, 0, 1048576, 0
9, 116885, 0, 1048576, 0
9, 117323, 1, 1048576, 0
9, 117701, 0, 1048576, 0
9, 177634, 1, 1048576, 0
17, 131993, 1, 1048576, 0
17, 129617, 0, 1048576, 0
17, 126845, 0, 1048576, 0
20, 93506, 0, 1048576, 0
24, 147955, 0, 1048576, 0
24, 149723, 0, 1048576, 0
24, 153441, 1, 1048576, 0
24, 265852, 1, 1048576, 0
32, 127297, 1, 1048576, 0
32, 125435, 1, 1048576, 0
32, 123318, 1, 1048576, 0
32, 125917, 1, 1048576, 0
42, 106645, 1, 1048576, 0
43, 103546, 1, 1048576, 0
43, 101690, 0, 1048576, 0
43, 100862, 0, 1048576, 0
49, 146846, 0, 1048576, 0
50, 150599, 0, 1048576, 0
50, 153533, 1, 1048576, 0
50, 151516, 0, 1048576, 0
57, 152077, 1, 1048576, 0
57, 145849, 1, 1048576, 0
57, 147197, 0, 1048576, 0
57, 145621, 1, 1048576, 0
66, 116257, 1, 1048576, 0
66, 115056, 1, 1048576, 0
66, 118218, 1, 1048576, 0
66, 115734, 1, 1048576, 0
76, 104065, 0, 1048576, 0
76, 103788, 0, 1048576, 0
76, 103292, 1, 1048576, 0
76, 105745, 1, 1048576, 0
84, 132668, 1, 1048576, 0
84, 131436, 1, 1048576, 0
84, 124844, 0, 1048576, 0
84, 124623, 0, 1048576, 0
92, 129637, 0, 1048576, 0
92, 127820, 0, 1048576, 0
92, 134202, 0, 1048576, 0
92, 135198, 1, 1048576, 0
99, 149234, 1, 1048576, 0
99, 145146, 1, 1048576, 0
99, 146266, 0, 1048576, 0
100, 141334, 0, 1048576, 0
107, 130700, 1, 1048576, 0
107, 132581, 1, 1048576, 0
108, 121927, 0, 1048576, 0
108, 128682, 0, 1048576, 0
114, 149993, 0, 1048576, 0
114, 157926, 0, 1048576, 0
114, 147814, 0, 1048576, 0
115, 158462, 1, 1048576, 0
121, 149690, 1, 1048576, 0
121, 151708, 1, 1048576, 0
122, 151093, 1, 1048576, 0
124, 109014, 0, 1048576, 0
130, 115463, 0, 1048576, 0
