0,64972,68867
1,64240,70254
2,61527,75793
3,64181,79089
4,65555,105343
5,64677,111397
6,54603,111458
7,63550,95598
8,64613,78303
9,55625,85205
10,62835,85786
11,59959,73877
12,62982,70253
13,81850,82434
14,64894,86211
15,57716,71188
16,66031,83786
17,55807,71865
18,62586,83169
19,65500,88971
20,64776,60942
21,60597,66635
22,53221,64154
23,59702,66479
24,49468,74301
25,59420,83688
26,60228,64005
27,67063,54518
28,76530,82526
29,63606,50974
30,69169,53113
31,62758,100619
32,64709,86178
33,48479,96556
34,57384,69830
35,60192,79599
36,45384,49922
37,56659,98275
38,41849,54665
39,64514,65788
40,56490,74978
41,67079,90596
42,57215,62617
43,62909,87302
44,61267,73500
45,64856,80961
46,58892,65649
47,58208,57587
48,50677,60539
49,74223,73590
50,68187,70276
51,74466,100020
52,72318,101774
53,56470,79889
54,56850,60922
55,67294,78581
56,78345,75840
57,63641,123445
58,85174,102925
59,60485,68460
60,63158,140836
61,71286,114336
62,57649,59252
63,82022,144456
64,79416,172978
65,80480,176802
66,81782,104182
67,78494,102965
68,80311,137580
69,82244,119250
70,88765,81352
71,79464,97178
72,77586,105795
73,81011,97314
74,82566,101237
75,86219,93370
76,79421,88827
77,73351,99707
78,78500,87023
79,80704,98520
80,84082,91614
81,73294,103735
82,81595,94216
83,80898,98358
84,76597,86893
85,71917,105547
86,77994,97712
87,82036,92390
88,80699,89369
89,80059,93978
90,83723,86297
91,77182,100993
92,74382,95832
93,76114,154898
94,75399,162202
95,80013,179331
96,80743,187065
97,79678,161569
98,80239,182021
99,88300,146212
100,83139,170020
101,83188,187051
102,83050,189601
103,84007,208940
104,85235,123982
105,74483,136905
106,80324,178252
107,77799,174748
108,77803,180576
109,77930,147467
110,91020,158387
111,80909,88916
112,76641,107158
113,75610,101575
114,84044,107934
115,84035,95997
116,75272,89378
117,85315,94679
118,79637,88555
119,78643,102264
120,75781,14133
