0,443702,0
1,444706,0
2,446014,0
3,455936,0
4,472368,0
5,485448,0
6,485218,0
7,489299,0
8,490505,0
9,488835,0
10,491418,0
11,490757,0
12,496791,0
13,490269,0
14,486863,0
15,483537,0
16,483456,0
17,498190,0
18,495460,0
19,429963,0
20,409095,0
21,425048,0
22,429023,0
23,428494,0
24,430937,0
25,436370,0
26,433097,0
27,428063,0
28,427821,0
29,422024,0
30,464838,0
31,422640,0
32,375103,0
33,376893,0
34,375060,0
35,371836,0
36,376148,0
37,382104,0
38,386186,0
39,384582,0
40,385696,0
41,387520,0
42,393160,0
43,386854,0
44,384254,0
45,380423,0
46,386436,0
47,390009,0
48,387247,0
49,391488,0
50,394423,0
51,381481,0
52,383868,0
53,390899,0
54,391376,0
55,387675,0
56,392342,0
57,395125,0
58,400868,0
59,395894,0
60,398888,0
61,399524,0
62,407029,0
63,402377,0
64,387998,0
65,390070,0
66,391730,0
67,393190,0
68,388298,0
69,400538,0
70,401172,0
71,398883,0
72,399885,0
73,395220,0
74,401872,0
75,393690,0
76,389439,0
77,389910,0
78,388562,0
79,373815,0
80,381535,0
81,383735,0
82,389301,0
83,394635,0
84,394336,0
85,390173,0
86,387673,0
87,392209,0
88,390654,0
89,386736,0
90,390485,0
91,446553,0
92,474532,0
93,476556,0
94,475481,0
95,471499,0
96,459972,0
97,469474,0
98,475679,0
99,478232,0
100,480277,0
101,478553,0
102,477262,0
103,469444,0
104,473872,0
105,472301,0
106,473420,0
107,474333,0
108,474432,0
109,465553,0
110,473593,0
111,477699,0
112,480347,0
113,477093,0
114,480871,0
115,482747,0
116,479363,0
117,481455,0
118,475726,0
119,484313,0
120,321824,0
