0,0,187288
1,0,125604
2,0,92499
3,0,92713
4,0,92289
5,0,92336
6,0,92495
7,0,92635
8,0,92575
9,0,92596
10,0,92559
11,0,92522
12,0,92589
13,0,92559
14,0,92479
15,0,92599
16,0,92494
17,0,92600
18,0,92526
19,0,92363
20,0,92516
21,0,92325
22,0,92573
23,0,92459
24,0,92523
25,0,92572
26,0,92551
27,0,92255
28,0,92557
29,0,92579
30,0,92410
31,0,92559
32,0,92458
33,0,92568
34,0,92554
35,0,92391
36,0,92552
37,0,92548
38,0,92533
39,0,92394
40,0,92600
41,0,92559
42,0,92432
43,0,92533
44,0,92516
45,0,92435
46,0,92676
47,0,92511
48,0,92474
49,0,92458
50,0,92593
51,0,92437
52,0,142384
53,0,187315
54,0,187059
55,0,187256
56,0,187322
57,0,187299
58,0,186228
59,0,187129
60,0,187306
61,0,187030
62,0,187284
63,0,186875
64,0,187036
65,0,187202
66,0,187224
67,0,186959
68,0,187393
69,0,187343
70,0,186424
71,0,186328
72,0,186365
73,0,186403
74,0,186475
75,0,186666
76,0,186793
77,0,186822
78,0,186687
79,0,186810
80,0,186500
81,0,186668
82,0,186835
83,0,185331
84,0,186598
85,0,186278
86,0,186357
87,0,186356
88,0,186447
89,0,186139
90,0,186424
91,0,186470
92,0,186325
93,0,186326
94,0,186287
95,0,186408
96,0,186317
97,0,186334
98,0,186573
99,0,186668
100,0,186840
101,0,186618
102,0,186690
103,0,186840
104,0,186536
105,0,186642
106,0,186816
107,0,186684
108,0,193678
109,0,186795
110,0,186782
111,0,194704
112,0,186706
113,0,186738
114,0,186863
115,0,186760
116,0,186631
117,0,186777
118,0,186754
119,0,186867
120,0,167734
