fc stats:
256103 commits (216156 skipped):
	4066 ineligible
	4066 failed
	0 empty
Commit type breakdown:
	256103 fua
	0 fua+preflush
	0 multiblock
256103 numblks
256103 real_numblks
256103 flushes
154 avg_commit_time
time breakdown:
	total: 34025988
	begin_time: 490522
	perform_time: 1950517
		lock_updates_time: 405348
		mark_inodes_committing: 8920
		flush_data_time: 141
		dentry_commit_time: 165486
		write_inodes_time: 374110
		tail_write_time: 621995
	wait_bufs_time: 30805763
Ineligible reasons:
"Extended attributes changed":	0
"Cross rename":	0
"Journal flag changed":	0
"Insufficient memory":	0
"Swap boot":	0
"Resize":	0
"Dir renamed":	0
"Falloc range op":	0
"Data journalling":	0
fsync: 
0,145511
1,50
2,30
3,35
4,55
5,206
6,285
7,328
8,409
9,444
10,455
11,410
12,443
13,437
14,447
15,444
16,465
17,425
18,424
19,472
20,477
21,451
22,455
23,451
24,447
25,490
26,406
27,416
28,403
29,445
30,450
31,427
32,403
33,417
34,403
35,450
36,419
37,419
38,403
39,454
40,408
41,414
42,393
43,393
44,407
45,417
46,416
47,410
48,391
49,393
50,396
51,422
52,417
53,423
54,411
55,406
56,440
57,419
58,399
59,426
60,456
61,454
62,470
63,452
64,442
65,453
66,437
67,487
68,482
69,491
70,519
71,1141
72,1443
73,1899
74,2330
75,2349
76,2356
77,2542
78,2793
79,2909
80,3051
81,3438
82,3850
83,3926
84,3780
85,3757
86,3841
87,3866
88,4132
89,3994
90,4232
91,4243
92,4151
93,4087
94,3990
95,3823
96,3707
97,3405
98,3296
99,3239
100,3050
101,3130
102,3132
103,3301
104,3355
105,3559
106,3706
107,3707
108,3918
109,4043
110,4071
111,4051
112,3991
113,4100
114,4208
115,4177
116,4194
117,4168
118,4195
119,4165
120,4170
121,4138
122,4071
123,4078
124,4058
125,4093
126,4027
127,4121
128,3955
129,3958
130,3849
131,3966
132,3812
133,3772
134,3530
135,3505
136,3379
137,3320
138,2999
139,2838
140,2746
141,2611
142,2438
143,2317
144,2084
145,2038
146,1896
147,1783
148,1708
149,1529
150,1392
151,1356
152,1279
153,1139
154,1082
155,966
156,867
157,857
158,795
159,782
160,683
161,606
162,540
163,559
164,483
165,489
166,409
167,432
168,361
169,331
170,346
171,328
172,261
173,267
174,286
175,226
176,233
177,226
178,200
179,163
180,192
181,171
182,179
183,141
184,173
185,158
186,159
187,104
188,154
189,121
190,113
191,117
192,113
193,96
194,88
195,90
196,97
197,81
198,74
199,77
200,90
201,74
202,64
203,75
204,75
205,72
206,62
207,75
208,64
209,62
210,49
211,52
212,59
213,50
214,52
215,36
216,53
217,48
218,37
219,41
220,38
221,48
222,34
223,31
224,36
225,41
226,28
227,31
228,25
229,35
230,29
231,26
232,20
233,24
234,33
235,30
236,27
237,25
238,24
239,18
240,19
241,20
242,21
243,14
244,20
245,18
246,24
247,21
248,18
249,15
250,20
251,23
252,22
253,13
254,15
255,19
256,21
257,16
258,12
259,10
260,11
261,18
262,23
263,17
264,9
265,15
266,15
267,17
268,18
269,21
270,15
271,20
272,17
273,17
274,13
275,10
276,21
277,15
278,10
279,16
280,15
281,13
282,14
283,20
284,15
285,19
286,11
287,12
288,13
289,17
290,20
291,18
292,17
293,19
294,17
295,10
296,21
297,17
298,14
299,17
300,16
301,10
302,20
303,22
304,16
305,21
306,19
307,14
308,18
309,21
310,18
311,23
312,15
313,21
314,13
315,15
316,18
317,17
318,22
319,9
320,12
321,9
322,26
323,19
324,18
325,20
326,19
327,18
328,11
329,21
330,13
331,18
332,13
333,17
334,12
335,15
336,13
337,18
338,12
339,16
340,14
341,7
342,12
343,10
344,12
345,13
346,14
347,18
348,15
349,14
350,14
351,11
352,13
353,8
354,14
355,9
356,8
357,10
358,7
359,5
360,8
361,6
362,9
363,12
364,7
365,9
366,8
367,10
368,6
369,6
370,11
371,12
372,9
373,7
374,15
375,5
376,3
377,9
378,6
379,7
380,9
381,9
382,6
383,8
384,4
385,6
386,6
387,6
388,11
389,8
390,7
391,6
392,4
393,11
394,6
395,9
396,7
397,2
398,4
400,10
401,9
402,4
403,2
404,8
405,7
406,5
407,11
408,6
409,6
410,4
411,7
412,3
413,8
414,6
415,6
416,6
417,5
418,4
419,6
420,4
421,3
422,8
423,7
424,5
425,5
426,3
427,4
428,4
429,4
430,5
431,8
432,2
433,8
434,4
435,3
436,2
437,3
438,4
439,10
440,4
441,4
442,4
443,4
444,8
445,4
446,2
447,3
448,5
449,5
450,3
451,11
452,3
453,5
454,4
455,3
456,9
457,5
458,7
459,4
460,3
461,1
462,1
463,2
464,1
465,1
466,3
468,5
469,3
470,5
471,2
472,4
473,4
474,7
475,2
476,3
477,8
478,5
479,2
480,5
481,2
482,3
484,4
485,4
486,1
487,3
488,4
489,2
490,5
491,3
492,2
493,8
494,6
495,5
496,3
497,11
498,10
499,5
500,3
501,9
502,4
503,7
504,6
505,7
506,7
507,8
508,2
509,6
510,7
511,7
512,7
513,9
514,10
515,7
516,8
517,6
518,8
519,9
520,10
521,8
522,9
523,15
524,5
525,10
526,11
527,10
528,13
529,14
530,14
531,17
532,11
533,14
534,12
535,17
536,18
537,24
538,15
539,13
540,20
541,9
542,19
543,9
544,17
545,13
546,30
547,14
548,20
549,23
550,15
551,12
552,29
553,22
554,19
555,19
556,13
557,26
558,20
559,26
560,21
561,23
562,26
563,33
564,20
565,34
566,24
567,33
568,31
569,23
570,18
571,29
572,22
573,37
574,27
575,26
576,26
577,22
578,23
579,34
580,29
581,32
582,28
583,29
584,22
585,22
586,37
587,32
588,34
589,32
590,26
591,32
592,26
593,38
594,31
595,41
596,41
597,39
598,29
599,29
600,30
601,38
602,46
603,37
604,46
605,39
606,31
607,40
608,46
609,28
610,29
611,35
612,47
613,41
614,34
615,36
616,31
617,32
618,49
619,38
620,44
621,47
622,34
623,45
624,33
625,38
626,39
627,39
628,38
629,40
630,33
631,47
632,25
633,22
634,42
635,36
636,38
637,42
638,32
639,36
640,32
641,31
642,30
643,32
644,37
645,28
646,37
647,40
648,26
649,43
650,43
651,32
652,29
653,40
654,36
655,33
656,24
657,29
658,33
659,29
660,39
661,27
662,29
663,32
664,24
665,26
666,26
667,26
668,29
669,24
670,28
671,25
672,24
673,29
674,32
675,31
676,20
677,17
678,20
679,10
680,26
681,29
682,17
683,21
684,29
685,21
686,17
687,30
688,22
689,17
690,23
691,15
692,23
693,13
694,14
695,8
696,13
697,13
698,21
699,19
700,20
701,11
702,12
703,17
704,19
705,8
706,12
707,10
708,13
709,12
710,11
711,10
712,13
713,8
714,12
715,13
716,6
717,10
718,12
719,9
720,9
721,10
722,10
723,9
724,5
725,9
726,8
727,9
728,7
729,6
730,7
731,5
732,4
733,7
734,6
735,10
736,4
737,6
738,13
739,5
740,6
741,7
742,8
743,3
744,5
745,5
746,4
747,4
748,2
749,2
750,5
751,6
752,6
753,3
754,3
755,4
756,5
757,3
758,4
759,2
760,2
761,6
762,2
763,2
764,6
765,5
766,7
767,3
768,1
769,3
770,3
771,2
772,3
773,1
774,3
776,2
778,3
779,2
780,1
781,1
782,1
783,5
784,2
785,6
786,3
788,2
789,3
790,2
791,1
793,1
794,2
796,5
797,2
798,4
799,1
800,1
801,1
802,2
803,4
804,1
806,1
807,1
808,1
809,2
810,3
812,1
814,1
815,3
816,2
817,1
818,2
820,2
821,1
822,2
824,1
825,3
827,1
828,1
829,1
831,1
832,2
833,2
834,2
837,1
839,1
843,2
846,4
848,1
850,1
851,1
854,1
855,2
856,1
857,3
862,2
863,1
864,1
865,2
866,1
868,3
870,1
871,1
872,2
873,1
875,1
878,1
879,2
880,1
883,1
884,2
886,1
888,3
892,2
893,1
894,2
895,1
896,1
897,1
898,2
899,2
900,1
901,1
903,1
904,1
905,1
908,2
909,2
910,1
911,2
912,1
913,2
914,1
916,2
917,2
918,2
920,1
922,1
926,1
927,2
931,1
932,1
933,1
934,1
935,2
936,1
939,1
941,4
943,2
944,1
945,1
946,2
947,2
949,2
950,1
953,3
955,1
956,2
957,1
960,1
961,3
962,1
963,1
965,1
966,1
967,1
971,1
972,1
973,4
975,1
976,2
977,1
978,1
979,1
980,1
982,1
987,1
989,1
992,1
993,2
994,2
998,3
999,1
1002,1
1003,1
1006,2
1008,1
1009,1
1010,1
1012,1
1013,1
1014,2
1015,2
1016,1
1017,1
1020,1
1021,1
1023,1
1024,1
1030,3
1033,2
1035,3
1037,1
1038,1
1040,1
1041,2
1042,1
1043,2
1045,5
1046,1
1047,2
1048,2
1049,2
1050,2
1051,1
1052,2
